관광지명,주소,상세정보,해시태그_sub,평균별점,주소_동별,연락처,위도,경도,해시태그,상세페이지_url
예이츠산장,서귀포시 남원읍 516로 918,"한라산 516도로에서 남원으로 내려가는 길목에 위치한 예이츠 산장은 북쪽으로는 한라산이 보이고 남쪽으로는 서귀포와 서귀포 바다가 아스라이 보이는 중산간에 자리하고 있다.
우거진 숲속에서 나는 맑은 새소리와 한라산의 정기를 받은 푸르른 나무들 속에서 평온한 휴식을 취할 수 있다. 객실은 2-4인실, 4-6인실, 6-8인실이 있으며 모든 객실에는 주방이 있어 취사가 가능하다.
숲으로 둘러쌓여 있어 인근에 다른 건축물은 없지만 빅버거로 유명한 황금륭 버거가 산장 옆에 있어 이색푸드도 즐길 수 있다. 부대시설로는 수영장과 체험농장이 있다.
돈내코유원지, 선덕사, 상효원수목원, 보리악, 성판악 등 한라산의 자연을 즐길 수 있는 명소들이 가까이 있으며 제주국제공항으로부터 산장까지는 승용차로 약 45분이 소요된다.","펜션,숙소,주차장,바비큐,공공와이파이존,수영장,노래방,반려동물,반려동물동반입장,혼저옵서개,반려동물동반_숙소",별점(5점만점에 5점),남원읍 하례리,(+82) 064-767-3746,33.3257243222958,126.601046700237,"['#펜션', '#숙소', '#주차장', '#바비큐', '#공공와이파이존', '#수영장', '#노래방', '#반려동물', '#반려동물동반입장', '#혼저옵서개', '#반려동물동반_숙소']",https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000022573&menuId=DOM_000001718000000000#p33
용담레포츠공원,제주특별자치도 제주시 서해안로 580,"용담레포츠공원은 제주시민들의 건강한 레저와 스포츠, 여가 활동을 위해 조성되어진 공원이다. 다양한 활동이 가능한 다목적 운동장, 족구장, 배구장, 롤러스케이트장, 농구장, 수도 시설 등의 편의시설이 잘 갖춰져 있다. 제주공항과 가까워 항공기 소음이 들린 다는 단점이 있지만, 해안가에 조성된 공원답게 여름에는 해수욕과 낚시 또한 즐길 수 있다. 

※ 현재 공원 내, 야영과 취사를 금지하고 있음. ","해변,액티비티,친구,맑음,여름,체험,레저,체험,어트랙션",별점(5점만점에 5점),용담삼동,(+82) 064-728-3929,33.5182371195832,126.499442747784,"['#해변', '#액티비티', '#친구', '#맑음', '#여름', '#체험', '#레저/체험', '#어트랙션']",https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500467&menuId=DOM_000001718000000000#p34
용연구름다리,제주 제주시 용담이동 2581,"제주의 은은한 야경을 느낄 수 있는 곳

용연구름다리는 제주공항에서 10분 거리에 위치한 야경명소다. 출렁다리로 연결된 용연구름다리는 용연의 기암절벽 사이를 잇는, 너비 2.2m, 길이 42m의 현수교 형태다. 용연계곡은 물줄기가 바다와 이어져 있어 이국적인 풍경을 연출한다. 높은 기암절벽 사이를 건널 수 있는 출렁다리도 색다른 재미를 준다. 특히 야경이 멋진 곳으로, 저녁 산책코스로 손색이 없는 곳이다. 밤이면 다리에 켜지는 형형색색의 불빛들과 잔잔한 호수, 그리고 우거진 나무숲들이 장관을 이루는 모습을 볼 수 있다.","용담,야경명소",별점(5점만점에 5점),용담이동,(+82),33.5114988627104,126.513070057049,"['#용담', '#야경명소']",https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_300000000012854&menuId=DOM_000001718000000000#p34
월정리해안도로,제주특별자치도 제주시 구좌읍 월정리 652-4,"월정리해안도로는 풍차와 애매랄드 빛 바다를 보며 드라이브를 즐기기 좋은 곳이다. 월정리해안도로의 정식 명식은 '김녕-오조해안도로'로 김녕부터 성산 오조리까지 이어지는 긴 해안도로인데, 여러 사람들이 찾는 예쁜 해수욕장이나 유명 카페들이 월정리에 많이 있어서 인지 월정리해안도로라 불리고 있다. 월정리해변 바로 앞에는 많은 카페들이 있어서 성수기와 비성수기를 불문하고 관광객이 많지만, 이 구간만 벗어나면 도로는 비교적 한적하다. ","해변,드라이브,커플,맑음,여름,자연경관,제주명품42,포토스팟,제주7대도로",별점(5점만점에 5점),구좌읍 월정리,(+82) --,33.5565877379485,126.79491098263,"['#해변', '#드라이브', '#커플', '#맑음', '#여름', '#자연경관', '#제주명품42', '#포토스팟', '#제주7대도로']",https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000022516&menuId=DOM_000001718000000000#p34
자구내포구,제주특별자치도 제주시 한경면 고산리,"자구내포구는 차귀도를 들어 갈 수 있는 배편이 있는 항구이기도 하고, 수평선으로 지는 노을과 일몰이 아름다워 유명한 곳이다. 제주 올레 12길을 지나며 만날 수 있는 작은 포구로 제주에서 가장 큰 무인도인 차귀도를 매우 가까이에서 볼 수 있고, 당산봉과 새 하얗고 거대한 풍력발전기가 그림처럼 아름답게 보이는 사진 작가들의 작업 명소이다. 일몰 시간을 미리 알아보고 30분 전에 자구내포구에 도착한다면, 아름다운 일몰을 한아름 눈에 담을 수 있다.","부모,커플,혼자,아이,친구,맑음,휴식,힐링,경관,포토,문화유적지,포구,역사유적,포토스팟,어린이",별점(5점만점에 5점),한경면 고산리,(+82) 064-728-7978,33.2916117743137,126.168933783656,"['#부모', '#커플', '#혼자', '#아이', '#친구', '#맑음', '#휴식/힐링', '#경관/포토', '#문화유적지', '#포구', '#역사유적', '#포토스팟', '#어린이']",https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000020303&menuId=DOM_000001718000000000#p34
절물오름(큰대나),제주특별자치도 제주시 명림로 584 일대,"오름은 주소가 산지로 되어있어, 내비게이션 검색 시 정확한 위치를 알 수 없거나, 주차장이 따로 없는 곳이 많습니다. 또한 일부 오름은 사유지로, 출입이 제한되거나 통제되어있는 곳도 있습니다. 이에, 오름 방문 시에는 사전에 제주관광정보센터(064-740-6000) 등을 통해 정확한 정보를 확인하시고 방문하시기 바랍니다.


절물오름은 제주시 절물자연휴양림으로 널리 알려져 있는 오름으로, 오름 북쪽기슭을 끼고 절물휴양림이 조성되어 있어서 동부산업도로에서 명도암길로 쉽게 접근이 가능하며 절물약수터(샘물)로 유명하다. 이 오름은 두 봉우리로 이루어져 있으며 큰봉우리를 큰대나오름, 작은봉우리를 족은대나오름이라고 부르고 있다. 오름 동사면에는 원형의 분화구가 잡목과 가시 덤불로 덮여 있고 그 외의 오름사면에는 활엽수 등으로 울창한 자연림을 이루면서 삼림욕 등을 할 수 있는 휴양 단지가 조성되어 있다. 오름으로 오르는 길에 약수암이라는 절이 있고, 그 동쪽에 '절물'이라고 불리는 물맞이 약수터가 있는데 바로 큰 대나 오름 기슭에서 자연 용출되는 나오는 약수다. 정상에는 전망대가 조성되어 있으며, 멀리 바다와 여러 오름들이 펼쳐진 풍경을 볼 수 있다.","오름,걷기,등산,친구,커플,봄,자연경관,도보여행,도보",별점(5점만점에 5점),봉개동,(+82) 064-721-7421,33.4400488067904,126.625203401207,"['#오름', '#걷기/등산', '#친구', '#커플', '#봄', '#자연경관', '#도보여행', '#도보']",https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500524&menuId=DOM_000001718000000000#p34
제주 삼양동 유적,제주특별자치도 제주시 선사로2길 13 (삼양일동),"제주 삼양동 유적은 청동기부터 초기 철기시대의 해안평탄대지에 많은 사람들이 모여 큰 마을을 이루고 살았던 마을 유적으로, 한반도의 대표적인 청동기시대 후기 문화를 이해할 수 있는 유적지인 동시에 제주 지역 송국리형 주거 문화 수용 단계(기원전 5~1세기)의 취락 흐름을 연구하는데 중요한 자료를 제공하는 유적임이 인정되어 지난 1999년 11월 15일 사적 제 416호로 지정되었다. 제주 삼양동 유적은 1996년 제주시 삼양동 1559번지에 대한 토지구확정리사업과정에서 다량의 토기와 함께 청동기 시대 집터가 확인되면서 대규모 마을 유적의 존재가 알려지게 됨에 따라 1997년부터 1999년까지 세 차례에 걸쳐 발굴 조사가 진행되었다. 그 결과 제주 삼양동 유적은 청동기시대 후기의 송국리형 움집터(내부에 타원형 구덩이를 조성하고 그 양쪽에 기둥 구멍을 설치한 집터)를 바탕으로 축조된 제주 지역 최대 규모의 마을 유적임이 알려지게 되었다.","아이,문화유적지,체험관광,전시와행사,실내관광지,역사유적,어트랙션,무장애관광,공영관광지",별점(5점만점에 5점),삼양일동,(+82) 064-710-6806,33.5235045849897,126.587999545909,"['#아이', '#문화유적지', '#체험관광', '#전시와행사', '#실내관광지', '#역사유적', '#어트랙션', '#무장애관광', '#공영관광지']",https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500533&menuId=DOM_000001718000000000#p34
제주돌마을공원,제주특별자치도 제주시 한림읍 금능남로 421,"제주돌마을공원은 제주의 자연석, 휘기석, 화산석들을 수집하여 실.내외 전시장에서 다양한 돌들을 만날 수 있는 곳이다. 화산이 폭발하여 용암이 흐르다 굳어버린 자리(빌레)에 흙이 조금도 없는 돌 속에서 소나무가 춤을 추듯이 자라며, 돌 속에서 부를 가져다 준다는 휘기한 자연 황금 소나무 호피송 두 그루가 자란다. 나무에서 돌이 살고, 나무에서 다른 종의 나무가 살며 눈으로 직접 보지 않고서는 도저히 믿을 수 없는 진귀한 돌들과 나무 등을 만나보자.","부모,커플,혼자,테마공원,실내관광지,마을산책,마을관광,어트랙션,무장애관광",별점(5점만점에 5점),한림읍 금능리,(+82) 064-772-4007,33.3537840748852,126.253692271452,"['#부모', '#커플', '#혼자', '#테마공원', '#실내관광지', '#마을산책', '#마을관광', '#어트랙션', '#무장애관광']",https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500546&menuId=DOM_000001718000000000#p34
제주세계자연유산센터,제주특별자치도 제주시 조천읍 선교로 569-36(선흘리 478),"제주도는 2007년 우리나라 최초로 '제주 화산섬과 용암동굴'이라는 이름으로 세계자연유산에 등재되었다. 제주 전체 면적의 약 10%정도에 해당하는 지역이며, 한라산 천연보호구역, 성산일출봉, 거문오름 용암돌굴계이다. 제주세계자연유산센터는 유네스코 세계자연유산으로서 제주의 가치를 관리하고 보전하기 위한 시설이다. 제주가 유네스코 세계자연유산이라는 건 알고 있지만, 정확히 어떤 것들이 세계적으로 지켜내야 유산으로 선정된 것인지 알고 싶다면, 이 곳에서 어렵지 않게 알아 볼 수 있다. 화산 활동을 통해 생성된 제주, 용암동굴, 한라산의 다양한 식생, 용암동굴, 미래의 자연유산 등 제주 자연의 숨결을 느끼고 경험해볼 수 있다. 진정한 제주의 가치를 알고, 보존해야 할 의무를 가진 우리들이 방문해 볼 만한 전시관이다. ","흐림,가을,실내관광지,어트랙션,유네스코,무장애관광,공영관광지",별점(5점만점에 5점),조천읍 선흘리,(+82) 1800-2002,33.4569198735739,126.714752055141,"['#흐림', '#가을', '#실내관광지', '#어트랙션', '#유네스코', '#무장애관광', '#공영관광지']",https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500559&menuId=DOM_000001718000000000#p34
제주실탄사격장,제주특별자치도 서귀포시 소보리당로 164번길 62(상예동),"제주 유일 실내 권총실탄사격장은 어린이, 청소년이 즐길 수 있는 시뮬레이션 및 비비탄 사격장 등 부대 시설을 완비한 색다른 관광 명소이다. 8개의 사대와 다양한 총기류를 구비하고 있으며, 외부에서도 사격 장면을 간접 체험할 수 있도록 방탄유리를 설치하는 등 완벽하고 안전한 최신 시설을 갖춘 제주도 내 최고의 실내 실탄사격장이다.","실내,액티비티,친구,커플,비,눈,겨울,실내관광지,체험,레저,체험,어트랙션,무장애관광",별점(5점만점에 5점),상예동,(+82) 064-739-7007,33.2636756453599,126.385571236937,"['#실내', '#액티비티', '#친구', '#커플', '#비.눈', '#겨울', '#실내관광지', '#체험', '#레저/체험', '#어트랙션', '#무장애관광']",https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500564&menuId=DOM_000001718000000000#p34
제주올레 3코스,제주특별자치도 서귀포시 표선면 하천리 87-1,"제주올레 3코스는 온평포구를 시작으로 표선해비치해변까지의 코스이지만, 시작점을 지나면 A코스와 B코스로 나뉘게 된다. A코스는 약 20km에 걸친 중산간 길의 고즈넉함을 느낄 수 있는 코스로 6~7시간 정도를 투자해야 한다. 중산간 길의 양옆으로 심어진 나무와 돌담들을 벗 삼아 쭉 걷다 보면 물건을 담는 통 모양을 닮은 통오름을 만나게 된다. 작은 오름이라 곱게 피어있는 야생화와 방목되어 있는 말들을 보면 쉽게 오를 수 있다. 특히 가을에는 넓게 펼쳐진 억새꽃과 초록의 풍경이 장관을 이룬다.  통오름을 내려와 도로를 따라가면 금세 독자봉이 나오는데, 통오름과는 다르게 솔 숲 같이 나무들이 우거져 있어 시원하게 오를 수 있다.","올레,중,장년,청년,부모,커플,혼자,친구,맑음,비,눈,경관,포토,휴식,힐링,체험관광,자연경관,도보여행,도보,포토스팟,어트랙션",별점(5점만점에 5점),표선면 하천리,(+82) 064-762-2190,33.3335532654557,126.844533463506,"['#올레', '#중/장년', '#청년', '#부모', '#커플', '#혼자', '#친구', '#맑음', '#비.눈', '#경관/포토', '#휴식/힐링', '#체험관광', '#자연경관', '#도보여행', '#도보', '#포토스팟', '#어트랙션']",https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000020294&menuId=DOM_000001718000000000#p34
큰넓궤,제주특별자치도 서귀포시 안덕면 동광리 90 일대,"동광리의 큰넓궤와 도엣궤는 동광목장 안에 있는 용암동굴로 1948년 11월 중순 이후 동광 주민들이 2개월 가량 집단적으로 은신 생활을 했던 곳이다. 동광리 주민들이 대거 이 굴로 숨어들게 된 것은 11월 15일 중산간마을에 대한 초토화작전이 시행된 이후였다. 이 날 토벌대는 무동이왓 주민들을 전부 모이게 한 후 그 중 10명을 무자비하게 총살하고 간장리를 불태웠다. 그 후 동광 주민들은 마을 인근 여기저기에서 숨어 사는 생활을 할 수밖에 없었다. 당시 주민들은 주로 도너리오름 곶자왈에서 숨어 살았다. 그러다 주민들은 큰넓궤를 발견하게 되고, 폭설이 쏟아지자 이 굴로 들어갔다. 큰넓궤는 험한 대신 넓었고, 사람들이 숨어 살기에 좋았기 때문이었다. 그 후 이 굴로 찾아든 사람은 120여 명이 되었다. 당시 어린아이들이나 노인은 이 굴 속에서 살았다. 청년들은 주변 야산이나 근처의 작은 굴에 숨어 토벌대의 갑작스런 습격에 대비하여 망을 보거나 식량이나 물 등을 나르는 일을 했다.

동광리 주민들은 큰넓궤에서 40～50여 일을 살았다. 그러나 주민들은 토벌대의 집요한 추적 끝에 발각되고 말았다. 곧 토벌대는 굴 안으로 들어오기 시작했다. 그러자 청년들은 노인과 어린아이들을 굴 안으로 대피시킨 후 이불 등 솜들을 전부 모아 고춧가루와 함께 쌓아 놓고 불을 붙인 후 키를 이용하여 매운 연기가 밖으로 나가도록 열심히 부쳤다. 토벌대는 굴속에서 나오는 매운 연기 때문에 굴속으로 들어오지 못하고 밖에서 총만 난사했다. 그러다 토벌대는 밤이 되자 굴 입구에 돌을 쌓아 놓고 사람들이 나오지 못하게 막은 다음 철수했다. 토벌대가 간 후 근처에 숨어 있던 청년들이 나타나 굴 입구에 쌓여 있는 돌을 치우고 주민들을 밖으로 나오게 했다. 그리고 주민들에게 다른 곳으로 피하도록 했다. 그러나 굴속에 숨어 있던 사람들은 갈 곳이 막연했다. 그 해 겨울은 유난히 추웠고 눈이 많이 내렸기 때문이었다. 그러나 주민들은 달리 어쩔 수 없었다. 옷이나 신발 모두 변변치 않았지만 한라산을 바라보며 무작정 산으로 들어갔다. 그 후 이들은 영실 인근 볼레오름 지경에서 토벌대에 총살되거나 잡혀 서귀포로 갔다. 이들은 정방폭포나 그 인근에서 학살됐다.

<출처: 제주4.3연구소, 「4.3역사의길 조성 기본계획수립 용역보고서」, 2015>","4,3,문화유적지,자연경관,문화관광,제주4,3,역사유적,어트랙션",별점(5점만점에 5점),안덕면 동광리,(+82) 064-710-8452,33.3102634088476,126.357632476944,"['#4.3', '#문화유적지', '#자연경관', '#문화관광', '#제주4.3', '#역사유적', '#어트랙션']",https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000022869&menuId=DOM_000001718000000000#p34
탑동해변공연장,제주특별자치도 제주시 중앙로 2,"아름다운 제주해변 풍광과 함께 시원한 바다 내음을 맡으며 다양한 무대 공연을 관람할 수 있는 야외공연장이다. 공연장의 구조를 갖춘 최초의 야외 공연장으로서 수준 높은 공연이 가능한 곳이다. 지상 3층의 공연장 건물과 노천 객석 2500여석 규모로 전국 유일의 바다가에 인접한 공연장으로 국내 최초의 야외공연장이다. 주변에 조망할 수 있는 바다와 항구가 있고, 공연장 옆에는 광장이 있어서 다양한 여가 활동을 즐기는 제주 시민을 만날 수 있다. ","부모,커플,혼자,친구,아이,맑음,여름,해변,어린이,어트랙션",별점(5점만점에 5점),삼도이동,(+82) 064-728-3453,33.518147567942,126.523954676516,"['#부모', '#커플', '#혼자', '#친구', '#아이', '#맑음', '#여름', '#해변', '#어린이', '#어트랙션']",https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000020012&menuId=DOM_000001718000000000#p34
태웃개,제주특별자치도 서귀포시 남원읍 태위로398번길 57,"남원읍 위미리에 있는 곳으로, 올레 5코스에 속해있다. 태웃개는 태우(떼 배)를 메어두는  곳""이라는 의미다.
현재는 용천수 풀장이 따로 마련되어 아이들의 물놀이 장소로 이용되기도 하며, 물이 맑아 스노클링 장소로도 좋은 곳이다.","아이,여름,자연경관,어린이",별점(5점만점에 5점),남원읍 위미리,(+82),33.2706439250347,126.690896562608,"['#아이', '#여름', '#자연경관', '#어린이']",https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_200000000007223&menuId=DOM_000001718000000000#p35
한화리조트 제주,"제주특별자치도 제주시 명림로 575-107 (회천동, 한화리조트) 한화리조트 제주","한화리조트 제주는 제주의 자연을 품고 있습니다. 한라산과 주변 오름의 수려한 풍경은 물론 멀리 바다와 섬, 도시의 야경까지 감상할 수 있습니다. 또한 천혜의 자연 경관 속에서 휴식과 레저를 동시에 즐길 수 있습니다. 플라자CC에서는 지인들과 골프를 즐길 수 있으며 테라피센터에서는 일상에서 벗어나 심신의 피로를 치유할 수도 있습니다.","콘도,숙소,리조트,주차장,공공와이파이존,양식레스토랑,반려동물,반려동물동반입장,혼저옵서개,반려동물동반_숙소",별점(5점만점에 5점),회천동,(+82) 064-725-9000,33.4490025432113,126.637358132958,"['#콘도', '#숙소', '#리조트', '#주차장', '#공공와이파이존', '#양식레스토랑', '#반려동물', '#반려동물동반입장', '#혼저옵서개', '#반려동물동반_숙소']",https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_200000000007048&menuId=DOM_000001718000000000#p35
협재포구,제주특별자치도 제주시 한림읍 협재리,"제주올레 14코스에 위치한 협재포구는 에메랄드빛 바다가 펼쳐지는 곳으로, 포구 옆에는 넓은 모래사장의 해수욕장이 있다. 협재 해수욕장은 편의 시설도 잘 갖추어져 있고 소나무 숲 속의 야영장도 넓게 조성되어 있어 사계절 내내 관광객들로 북적인다. 오른쪽으로 돌담길을 지나면 어촌계 건물이 나오고, 바다 쪽으로 긴 방파제가 시작된다. 협재포구는 좋은 낚시 포인트로 많은 사람들이 낚시를 하러 일부러 찾아오거나, 주변에 숙박하는 분들이 체험 삼아 낚시를 즐기기도 한다. 작은 등대가 있는 방파제 끝으로 나가면 건너편에는 비양도가 떠있어 풍광이 더욱 아름답다. 겨울에는 방수, 방한이 되는 재킷을 입고 제트스키를 탈 수 있고, 여름에는 스노클링, 바나나보트, 플라이피시 등을 체험할 수 있어 단순히 경치를 구경만 하는 것이 아니라 제주도를 온몸으로 느낄 수 있다.","친구,커플,맑음,해변,포구,자연경관",별점(5점만점에 5점),한림읍 협재리,(+82) --,33.3870124134431,126.245988070371,"['#친구', '#커플', '#맑음', '#해변', '#포구', '#자연경관']",https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000021261&menuId=DOM_000001718000000000#p35
황우지해안 열두굴,제주특별자치도 서귀포시 서홍동 764-1,"삼매봉 남서쪽 해안가에는 속칭 '황우지굴', '열두굴' 등으로 불리는 굴이 있다. 이 굴은 제 2차 세계대전시 일본군이 미군의 공격을 대비해 어뢰정을 숨기기 위해 만들어 놓은 12개의 군사방어용 인공굴이다. 주변 해안경관이 뛰어나고 역사적 보존가치가 우수한 자원이다. 인근에는 스노클링 장소로 유명한 선녀탕이 있어 여름이면 많은 피서객들이 이곳을 찾는다.","문화유적지,해변,커플,친구,맑음,자연경관,역사유적",별점(5점만점에 5점),서홍동,(+82) 064-733-1534,33.2420017273439,126.550718986967,"['#문화유적지', '#해변', '#커플', '#친구', '#맑음', '#자연경관', '#역사유적']",https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500704&menuId=DOM_000001718000000000#p35
고산일과해안도로,제주특별자치도 서귀포시 대정읍 영락하동로 9-6,"고산일과해안도로는 차귀도항에서 신도리를 거쳐 일과 사거리에 이르는 약 12km의 해안도로이며, 해가 지는 방향에 있어 노을이 가장 아름다운 구간 중에 하나이며 '노을해안로'라고도 불린다. 천천히 해안도로를 따라가다 보면 소박한 어촌의 풍경과 차귀도의 낙조를 감상할 수 있다. 고산리에서 신도리로 향하다 보면 수월봉과 엉알해안을 만난다. ‘노꼬물 오름’이라고도 불리는 수월봉은 77m의 작은 오름이며, 오름이 바닷가 방향으로 돌출되어 있어 탁월한 전망을 자랑한다. 엉알해안은 제주도의 숨은 비경 31곳 중 하나에 선정된 아름다운 제주의 대표 자연경관이다. 해안절벽이 독특한 퇴적층 모양을 하고 있으며, 유네스코에서 지정한 세계 지질공원에 속해있다. 올레 12코스에 속해있어 드라이브가 아니더라도, 도보여행을 즐길 수 있다.","일몰,해변,드라이브,커플,맑음",별점(5점만점에 5점),대정읍 영락리,(+82) --,33.2563964540886,126.209954498632,"['#일몰', '#해변', '#드라이브', '#커플', '#맑음']",https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000018894&menuId=DOM_000001718000000000#p35
곽지해수욕장야영장,제주특별자치도 제주시 애월읍 곽지리 1565,"곽지해수욕장야영장은 야영데크가 설치되어있는 야영장이다. 식수대, 전기시설과 근처에 화장실이 있어 편리하다. 곽지리에서 관리하는 야영장 시설물은 1인당 1만원의 이용료를 내고 사용할 수 있다. ","야영장,캠핑장,해수욕장,액티비티,아이,맑음,자연경관,체험,레저,체험,해변,물놀이,어린이,수상레저,캠핑,언택트,어트랙션",별점(5점만점에 5점),애월읍 곽지리,(+82) --,33.4507837937137,126.305537194637,"['#야영장', '#캠핑장', '#해수욕장', '#액티비티', '#아이', '#맑음', '#자연경관', '#체험', '#레저/체험', '#해변', '#물놀이', '#어린이', '#수상레저', '#캠핑', '#언택트', '#어트랙션']",https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000019761&menuId=DOM_000001718000000000#p35
김녕해수욕장야영장,제주특별자치도 제주시 구좌읍 해맞이해안로 7-6,"김녕해수욕장 옆에 있는 김녕해수욕장야영장은 올레길과 함께하는 야영장으로 화장실이 있어 요즘 유행하고 캠핑을 즐기는 야영객들이 많이 찾는다. 특히 봄, 여름에는 캠핑페스티벌도 개최되는 명소이고, 주차시설과 야영장이 인접해 있어 주차 후에 장비를 이동하기에도 편리하다. 김녕리에서 가까운 거리에 있고 인근에 다양한 먹거리 식당들이 많이 있어 음식을 조리하지 않아도 충분히 캠핑을 즐길 수 있다. 지역 주민들 또한 많이 찾는 야영장이다.","해수욕장,해변,액티비티,아이,여름,야영장,캠핑장,자연경관,체험,레저,체험,물놀이,어린이,수상레저,캠핑,언택트,어트랙션",별점(5점만점에 5점),구좌읍 김녕리,(+82) 064-784-8679,33.5571072797716,126.759838589893,"['#해수욕장', '#해변', '#액티비티', '#아이', '#여름', '#야영장', '#캠핑장', '#자연경관', '#체험', '#레저/체험', '#물놀이', '#어린이', '#수상레저', '#캠핑', '#언택트', '#어트랙션']",https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000019768&menuId=DOM_000001718000000000#p35
낙선동 4.3성,제주특별자치도 제주시 조천읍 선흘서5길 13,"1948년 11월 20일 선흘리가 초토화작전으로 불타버리자 마을 주민들은 인근 선흘곶의 자연동굴이나 들판에 움막을 짓고 살았다. 그러나 은신했던 굴이 잇따라 발각되면서 많은 희생을 치르게 된다. 미리 해변마을로 소개 내려간 주민이나 나중에 야산에 은신했다가 붙들려 온 주민들 중에도 도피자가족 등의 갖은 이유로 희생을 당한다. 그런 세월을 딛고 살아남은 주민들이 1949년 봄이 되자 낙선동에 성을 쌓고 집단 거주했다. 이러한 돌성은 당시 소개된 후 재건하는 산간마을은 물론 해변마을까지 무장대의 습격을 방비한다는 명분으로 제주도 대부분 마을에 축성을 했다. 즉 주민들과 유격대와의 연계를 차단하고 주민들을 효율적으로 감시․통제하기 위해 만들었던 전략촌의 한 유형이었다. 1949년 4월 성이 완공되자 선흘리 주민들은 겨우 들어가 잠만 잘 수 있는 함바집을 짓고 집단적으로 살았다. 일종의 수용소나 마찬가지였다. 성 밖 출입도 통행증을 받아야 가능했고 밤에는 통행 금지였다. 이 당시 마을 주민 중 젊은 남자들은 무장대 동조 세력이나 도피자 가족으로 몰려 이미 많은 희생을 치른 상태였다. 그나마 살아남은 청년들은 1950년 발발한 6․25 때 대부분 자원 입대 했기 때문에 성을 지키는 보초는 16살 이상의 여성과 노약자의 몫이었다. 그들은 낮엔 밭에서 일하고 밤엔 성을 지키는 고단한 생활을 이어갔던 것이다. 뿐만 아니라 경찰 파견소 주둔 경찰의 먹을거리를 마련하느라 고초를 겪었다. 또 노인들이 보초를 잘못 섰다고 파견소 경찰한테 폭행 당하는 일이 빈번했다. 성을 쌓아 보초를 섰지만 1950년 가을까지 산사람들이 가끔 성 위로 나타나서 연설을 하고 새벽 닭이 울 때가 되면 사라지곤 하다가 더러는 토벌대의 수류탄에 맞아 숨지기도 했다. 
선동성은 4․3 당시 축조된 성 가운데 원형을 가장 잘 보존하고 있는 유적 가운데 하 나이다. 일부는 허물어지고, 일부는 과수원의 경계 표시를 위해 옮겨서 쌓기는 했지만 전체적으로 원형을 복원하는데는 무리가 없다고 판단, 2007년 제주도에 의해 복원되어 관리 중에 있다. 

<출처: 제주4.3연구소, 『4.3유적 Ⅰ』>","문화유적지,4,3,문화관광,제주4,3,역사유적,어트랙션",별점(5점만점에 5점),조천읍 선흘리,(+82) 064-783-4373,33.5148828321988,126.694502811185,"['#문화유적지', '#4.3', '#문화관광', '#제주4.3', '#역사유적', '#어트랙션']",https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000022864&menuId=DOM_000001718000000000#p35
다끄네포구(용담포구),제주특별자치도 제주시 용담3동,용담포구는 용담3동에 자리 잡은 작은 포구로 옛날에 이 자리에 살던 마을 주민들이 포구가 들어올 수 없었던 해안에 바위를 깨고 포구를 만들어 터를 닦았다고 해서 ‘다끄네포구’라고도 불린다. 옛 마을 사람들의 생활 터전이었던 이곳은 제주 국제공항이 토지를 넓힌 이후에 비행기 소음으로 인해 마을 사람들이 마을을 떠나 포구만 남게 되었다. ,"커플,혼자,친구,문화유적지,해변,포구,자연경관,역사유적",별점(5점만점에 5점),용담삼동,(+82) --,33.5176026138478,126.492845368496,"['#커플', '#혼자', '#친구', '#문화유적지', '#해변', '#포구', '#자연경관', '#역사유적']",https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000021408&menuId=DOM_000001718000000000#p35
