관광지명,group_1,group_1_tag,group_2,group_2_tag,group_3,group_3_tag,group_4,group_4_tag,group_5,group_5_tag,Group,group1,group2,group3,group4,group5
윈드1947 카트 테마파크,3.0,"['친구', '맑음', '커플']",7.0,"['커플', '맑음', '친구', '부모', '어린이', '관광', '무장애']",4.0,"['관광', '무장애', '테마', '어린이']",7.0,"['체험', '관광', '어린이', '맑음', '커플', '친구', '무장애']",2.0,"['관광', '맑음']",7.0,0,1,0,1,0
윗세오름(웃세오름),7.0,"['도보', '걷기', '자연', '등산', '경관', '오름', '친구']",3.0,"['경관', '자연', '친구']",0.0,,1.0,['친구'],2.0,"['경관', '자연']",7.0,1,0,0,0,0
유건에오름,6.0,"['도보', '걷기', '자연', '등산', '경관', '오름']",2.0,"['경관', '자연']",0.0,,0.0,,2.0,"['경관', '자연']",6.0,1,0,0,0,0
유동룡미술관,1.0,['가을'],2.0,"['관광지', '관광']",4.0,"['관광지', '관광', '미술', '문화']",2.0,"['관광', '관광지']",3.0,"['문화', '관광', '화관']",4.0,0,0,1,0,0
유수암캠핑장,1.0,['동반'],1.0,['동반'],1.0,['동반'],2.0,"['동반', '캠핑']",1.0,['동반'],2.0,0,0,0,1,0
유진팡 열대과일농장,4.0,"['자연', '경관', '동반', '봄']",8.0,"['경관', '포토', '자연', '스팟', '어린이', '관광지', '관광', '동반']",4.0,"['관광지', '관광', '동반', '어린이']",5.0,"['체험', '관광', '어린이', '관광지', '동반']",4.0,"['관광', '경관', '자연', '동반']",8.0,0,1,0,0,0
유캔들잇스튜디오,1.0,['동반'],1.0,['동반'],1.0,['동반'],3.0,"['체험', '이색', '동반']",1.0,['동반'],3.0,0,0,0,1,0
율랜드 다이브센터,2.0,"['친구', '커플']",4.0,"['커플', '친구', '관광지', '관광']",2.0,"['관광지', '관광']",7.0,"['체험', '레저', '관광', '커플', '친구', '수상', '관광지']",1.0,['관광'],7.0,0,0,0,1,0
이너프,1.0,['동반'],1.0,['동반'],5.0,"['카페', '라떼', '식당', '동반', '음식']",1.0,['동반'],3.0,"['식당', '카페', '동반']",5.0,0,0,1,0,0
이니스프리제주하우스,2.0,"['친구', '커플']",4.0,"['커플', '친구', '어린이', '사계절']",4.0,"['실내', '테마', '사계절', '어린이']",3.0,"['어린이', '커플', '친구']",0.0,,4.0,0,1,1,0,0
이도씨동물의료센터,1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,1,1,1,1,1
이로이로공방,1.0,['친구'],4.0,"['휴식', '친구', '힐링', '관광']",1.0,['관광'],3.0,"['체험', '관광', '친구']",1.0,['관광'],4.0,0,1,0,0,0
이루다동물병원,1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,1,1,1,1,1
이상한 나라의 앨리스,1.0,['커플'],5.0,"['커플', '관광지', '관광', '무장애', '사계절']",6.0,"['실내', '관광지', '관광', '무장애', '테마', '사계절']",4.0,"['관광', '커플', '관광지', '무장애']",1.0,['관광'],6.0,0,0,1,0,0
이승이오름(이승악),4.0,"['도보', '자연', '경관', '오름']",2.0,"['경관', '자연']",0.0,,0.0,,2.0,"['경관', '자연']",4.0,1,0,0,0,0
이중섭거리,5.0,"['걷기', '등산', '맑음', '커플', '가을']",2.0,"['커플', '맑음']",0.0,,2.0,"['맑음', '커플']",1.0,['맑음'],5.0,1,0,0,0,0
이중섭미술관,1.0,['커플'],4.0,"['커플', '관광지', '관광', '무장애']",8.0,"['실내', '관광지', '관광', '박물관', '무장애', '미술', '문화', '겨울']",4.0,"['관광', '커플', '관광지', '무장애']",3.0,"['문화', '관광', '화관']",8.0,0,0,1,0,0
이호-내도 해안도로,1.0,['경관'],3.0,"['경관', '포토', '스팟']",0.0,,0.0,,1.0,['경관'],3.0,0,1,0,0,0
이호털보네배낚시,1.0,['친구'],1.0,['친구'],0.0,,3.0,"['체험', '레저', '친구']",0.0,,3.0,0,0,0,1,0
이호테우말등대,4.0,"['경관', '맑음', '커플', '가을']",6.0,"['경관', '포토', '커플', '맑음', '스팟', '일몰']",0.0,,2.0,"['맑음', '커플']",2.0,"['경관', '맑음']",6.0,0,1,0,0,0
이호테우해수욕장,3.0,"['자연', '경관', '동반']",12.0,"['경관', '포토', '자연', '스팟', '휴식', '힐링', '해변', '관광지', '여름', '관광', '일몰', '동반']",3.0,"['관광지', '관광', '동반']",6.0,"['관광', '관광지', '해변', '물놀이', '여름', '동반']",5.0,"['관광', '해변', '경관', '자연', '동반']",12.0,0,1,0,0,0
인더 하우스,5.0,"['동반', '바비큐', '와이파이존', '보호', '단체']",1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,['동반'],5.0,1,0,0,0,0
인스밀,1.0,['동반'],1.0,['동반'],3.0,"['카페', '식당', '동반']",1.0,['동반'],3.0,"['식당', '카페', '동반']",3.0,0,0,1,0,1
인터포레스트,1.0,['동반'],1.0,['동반'],3.0,"['카페', '식당', '동반']",1.0,['동반'],3.0,"['식당', '카페', '동반']",3.0,0,0,1,0,1
일이오구스튜디오,1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,1,1,1,1,1
일출랜드,3.0,"['동반', '맑음', '가족']",5.0,"['맑음', '관광지', '관광', '무장애', '동반']",7.0,"['실내', '관광지', '관광', '동반', '무장애', '테마', '안전']",6.0,"['체험', '관광', '맑음', '관광지', '동반', '무장애']",3.0,"['관광', '맑음', '동반']",7.0,0,0,1,0,0
일출랜드 아트센터,2.0,"['자연', '경관']",5.0,"['경관', '자연', '휴식', '힐링', '치유']",1.0,['테마'],1.0,['체험'],2.0,"['경관', '자연']",5.0,0,1,0,0,0
입산봉(삿갓오름),6.0,"['도보', '자연', '경관', '오름', '친구', '맑음']",4.0,"['경관', '자연', '맑음', '친구']",0.0,,2.0,"['맑음', '친구']",3.0,"['경관', '맑음', '자연']",6.0,1,0,0,0,0
자구내포구,4.0,"['경관', '친구', '맑음', '커플']",10.0,"['경관', '포토', '커플', '맑음', '스팟', '휴식', '친구', '힐링', '부모', '어린이']",2.0,"['문화', '어린이']",4.0,"['어린이', '맑음', '커플', '친구']",7.0,"['문화', '유적지', '역사', '유적', '포구', '경관', '맑음']",10.0,0,1,0,0,0
자구리공원,5.0,"['자연', '경관', '친구', '맑음', '커플']",7.0,"['경관', '커플', '자연', '맑음', '친구', '부모', '어린이']",1.0,['어린이'],4.0,"['어린이', '맑음', '커플', '친구']",3.0,"['경관', '맑음', '자연']",7.0,0,1,0,0,0
자리왓,2.0,"['자연', '경관']",3.0,"['경관', '자연', '관광']",2.0,"['관광', '문화']",1.0,['관광'],8.0,"['문화', '유적지', '관광', '역사', '유적', '경관', '자연', '화관']",8.0,0,0,0,0,1
"자배봉(자배오름,망오름)",6.0,"['도보', '걷기', '자연', '등산', '경관', '오름']",2.0,"['경관', '자연']",0.0,,0.0,,2.0,"['경관', '자연']",6.0,1,0,0,0,0
장생의 숲길,5.0,"['도보', '걷기', '자연', '등산', '경관']",3.0,"['경관', '자연', '여름']",0.0,,1.0,['여름'],2.0,"['경관', '자연']",5.0,1,0,0,0,0
장전리 벚꽃축제길,7.0,"['도보', '걷기', '등산', '경관', '맑음', '커플', '봄']",5.0,"['경관', '포토', '커플', '맑음', '스팟']",0.0,,2.0,"['맑음', '커플']",2.0,"['경관', '맑음']",7.0,1,0,0,0,0
저지 예술인 마을,2.0,"['커플', '가을']",3.0,"['커플', '관광', '무장애']",3.0,"['관광', '무장애', '문화']",6.0,"['체험', '관광', '마을', '커플', '산책', '무장애']",3.0,"['문화', '관광', '화관']",6.0,0,0,0,1,0
"저지오름(닥몰오름,새오름)",6.0,"['도보', '걷기', '자연', '등산', '경관', '오름']",3.0,"['경관', '자연', '일몰']",0.0,,0.0,,2.0,"['경관', '자연']",6.0,1,0,0,0,0
전농로 서사라문화거리,4.0,"['걷기', '등산', '맑음', '봄']",2.0,"['맑음', '관광']",2.0,"['관광', '문화']",2.0,"['관광', '맑음']",4.0,"['문화', '관광', '맑음', '화관']",4.0,1,0,0,0,1
절물오름(큰대나),9.0,"['도보', '걷기', '자연', '등산', '경관', '오름', '친구', '커플', '봄']",4.0,"['경관', '커플', '자연', '친구']",0.0,,2.0,"['커플', '친구']",2.0,"['경관', '자연']",9.0,1,0,0,0,0
절부암,5.0,"['걷기', '자연', '등산', '경관', '맑음']",6.0,"['경관', '자연', '맑음', '해변', '관광', '무장애']",2.0,"['관광', '무장애']",4.0,"['관광', '맑음', '해변', '무장애']",5.0,"['관광', '해변', '경관', '맑음', '자연']",6.0,0,1,0,0,0
정모시쉼터,4.0,"['자연', '경관', '친구', '맑음']",7.0,"['경관', '자연', '맑음', '휴식', '친구', '힐링', '여름']",0.0,,4.0,"['맑음', '친구', '물놀이', '여름']",3.0,"['경관', '맑음', '자연']",7.0,0,1,0,0,0
정물오름,7.0,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플']",6.0,"['경관', '커플', '자연', '맑음', '친구', '일몰']",0.0,,3.0,"['맑음', '커플', '친구']",3.0,"['경관', '맑음', '자연']",7.0,1,0,0,0,0
정방폭포,3.0,"['자연', '경관', '커플']",8.0,"['경관', '포토', '커플', '자연', '스팟', '관광지', '여름', '관광']",2.0,"['관광지', '관광']",4.0,"['관광', '커플', '관광지', '여름']",3.0,"['관광', '경관', '자연']",8.0,0,1,0,0,0
정의향교,2.0,"['경관', '친구']",9.0,"['경관', '포토', '스팟', '휴식', '친구', '힐링', '부모', '어린이', '치유']",2.0,"['문화', '어린이']",2.0,"['어린이', '친구']",5.0,"['문화', '유적지', '역사', '유적', '경관']",9.0,0,1,0,0,0
정의현 일관헌,3.0,"['자연', '경관', '맑음']",5.0,"['경관', '자연', '맑음', '관광', '무장애']",3.0,"['관광', '무장애', '문화']",3.0,"['관광', '맑음', '무장애']",9.0,"['문화', '유적지', '관광', '역사', '유적', '경관', '맑음', '자연', '화관']",9.0,0,0,0,0,1
정주항,1.0,['맑음'],1.0,['맑음'],0.0,,1.0,['맑음'],1.0,['맑음'],1.0,1,1,0,1,1
제라진 어드벤쳐,3.0,"['오름', '친구', '커플']",3.0,"['커플', '친구', '관광']",1.0,['관광'],5.0,"['체험', '레저', '관광', '커플', '친구']",1.0,['관광'],5.0,0,0,0,1,0
제라펫,1.0,['동반'],1.0,['동반'],1.0,['동반'],2.0,"['애견', '동반']",1.0,['동반'],2.0,0,0,0,1,0
제이원카트클럽,3.0,"['친구', '동반', '맑음']",4.0,"['맑음', '친구', '관광', '동반']",2.0,"['관광', '동반']",5.0,"['체험', '관광', '맑음', '친구', '동반']",3.0,"['관광', '맑음', '동반']",5.0,0,0,0,1,0
제이펜션,1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,1,1,1,1,1
제주 더팔팔농장,2.0,"['친구', '커플']",5.0,"['커플', '친구', '부모', '어린이', '관광']",3.0,"['실내', '관광', '어린이']",5.0,"['체험', '관광', '어린이', '커플', '친구']",1.0,['관광'],5.0,0,1,0,1,0
제주 에코 스위츠 펜션,4.0,"['동반', '바비큐', '와이파이존', '보호']",3.0,"['휴식', '관광', '동반']",2.0,"['관광', '동반']",5.0,"['체험', '레저', '관광', '수상', '동반']",2.0,"['관광', '동반']",5.0,0,0,0,1,0
제주 이호털보 배낚시,2.0,"['친구', '커플']",2.0,"['커플', '친구']",0.0,,5.0,"['체험', '레저', '커플', '친구', '수상']",0.0,,5.0,0,0,0,1,0
제주 카약올레,2.0,"['맑음', '커플']",2.0,"['커플', '맑음']",0.0,,5.0,"['체험', '레저', '맑음', '커플', '수상']",1.0,['맑음'],5.0,0,0,0,1,0
제주 카카오캠핑,1.0,['친구'],2.0,"['친구', '여름']",0.0,,5.0,"['체험', '레저', '친구', '여름', '캠핑']",0.0,,5.0,0,0,0,1,0
제주 패러글라이딩 스쿨,2.0,"['맑음', '커플']",2.0,"['커플', '맑음']",0.0,,5.0,"['체험', '레저', '맑음', '커플', '수상']",1.0,['맑음'],5.0,0,0,0,1,0
제주4.3평화공원,4.0,"['친구', '맑음', '커플', '봄']",7.0,"['커플', '맑음', '친구', '부모', '관광지', '관광', '무장애']",7.0,"['실내', '관광지', '관광', '박물관', '무장애', '테마', '미술']",6.0,"['관광', '맑음', '커플', '친구', '관광지', '무장애']",2.0,"['관광', '맑음']",7.0,0,1,1,0,0
제주901,3.0,"['커플', '러닝', '홀리데이인']",3.0,"['커플', '휴식', '힐링']",3.0,"['식당', '음식', '아메리카노']",1.0,['커플'],1.0,['식당'],3.0,1,1,1,0,0
제주고산리유적,3.0,"['자연', '경관', '동반']",6.0,"['경관', '자연', '관광지', '관광', '무장애', '동반']",5.0,"['관광지', '관광', '동반', '무장애', '문화']",5.0,"['체험', '관광', '관광지', '동반', '무장애']",8.0,"['문화', '관광', '역사', '유적', '경관', '자연', '동반', '화관']",8.0,0,0,0,0,1
제주공룡랜드[휴장중],1.0,['가을'],4.0,"['어린이', '관광지', '관광', '무장애']",6.0,"['실내', '관광지', '관광', '무장애', '테마', '어린이']",4.0,"['관광', '어린이', '관광지', '무장애']",1.0,['관광'],6.0,0,0,1,0,0
제주곶자왈도립공원,6.0,"['도보', '걷기', '자연', '등산', '경관', '커플']",3.0,"['경관', '커플', '자연']",0.0,,1.0,['커플'],2.0,"['경관', '자연']",6.0,1,0,0,0,0
제주국제컨벤션센터 icc,1.0,['친구'],5.0,"['친구', '관광지', '관광', '무장애', '사계절']",5.0,"['실내', '관광지', '관광', '무장애', '사계절']",4.0,"['관광', '친구', '관광지', '무장애']",1.0,['관광'],5.0,0,1,1,0,0
제주글램핑 (무한자미향),3.0,"['친구', '맑음', '커플']",3.0,"['커플', '맑음', '친구']",0.0,,6.0,"['체험', '레저', '맑음', '커플', '친구', '캠핑']",1.0,['맑음'],6.0,0,0,0,1,0
제주기독교순례길,5.0,"['도보', '걷기', '등산', '봄', '가을']",1.0,['관광'],2.0,"['관광', '문화']",1.0,['관광'],3.0,"['문화', '관광', '화관']",5.0,1,0,0,0,0
제주기와,1.0,['동반'],1.0,['동반'],5.0,"['카페', '식당', '동반', '음식', '아메리카노']",1.0,['동반'],3.0,"['식당', '카페', '동반']",5.0,0,0,1,0,0
제주김녕미로공원,4.0,"['자연', '경관', '맑음', '봄']",6.0,"['경관', '자연', '맑음', '어린이', '관광', '무장애']",4.0,"['관광', '무장애', '테마', '어린이']",4.0,"['관광', '어린이', '맑음', '무장애']",4.0,"['관광', '경관', '맑음', '자연']",6.0,0,1,0,0,0
제주난타,2.0,"['친구', '커플']",6.0,"['커플', '친구', '부모', '관광지', '관광', '무장애']",4.0,"['실내', '관광지', '관광', '무장애']",5.0,"['관광', '커플', '친구', '관광지', '무장애']",1.0,['관광'],6.0,0,1,0,0,0
제주다원 녹차미로공원,2.0,"['동반', '봄']",4.0,"['어린이', '관광지', '관광', '동반']",5.0,"['관광지', '관광', '동반', '테마', '어린이']",4.0,"['관광', '어린이', '관광지', '동반']",2.0,"['관광', '동반']",5.0,0,0,1,0,0
제주다이브 체험다이빙,2.0,"['친구', '커플']",4.0,"['커플', '친구', '관광', '무장애']",2.0,"['관광', '무장애']",7.0,"['체험', '레저', '관광', '커플', '친구', '수상', '무장애']",1.0,['관광'],7.0,0,0,0,1,0
제주대학교 가는길,5.0,"['도보', '걷기', '등산', '맑음', '봄']",1.0,['맑음'],0.0,,1.0,['맑음'],1.0,['맑음'],5.0,1,0,0,0,0
제주댕댕스푼,1.0,['동반'],1.0,['동반'],4.0,"['카페', '식당', '동반', '음식']",1.0,['동반'],3.0,"['식당', '카페', '동반']",4.0,0,0,1,0,0
제주돌마을공원,1.0,['커플'],5.0,"['커플', '부모', '관광지', '관광', '무장애']",5.0,"['실내', '관광지', '관광', '무장애', '테마']",6.0,"['관광', '마을', '커플', '관광지', '산책', '무장애']",1.0,['관광'],6.0,0,0,0,1,0
제주돌문화공원,1.0,['커플'],4.0,"['커플', '관광지', '관광', '무장애']",6.0,"['실내', '관광지', '관광', '무장애', '테마', '겨울']",4.0,"['관광', '커플', '관광지', '무장애']",1.0,['관광'],6.0,0,0,1,0,0
제주돌창고,3.0,"['친구', '동반', '커플']",7.0,"['커플', '휴식', '친구', '힐링', '부모', '관광', '동반']",9.0,"['카페', '라떼', '식당', '관광', '동반', '음식', '아메리카노', '카페라떼', '바닐라']",4.0,"['관광', '커플', '친구', '동반']",4.0,"['관광', '식당', '카페', '동반']",9.0,0,0,1,0,0
제주동백수목원,3.0,"['자연', '경관', '커플']",5.0,"['경관', '포토', '커플', '자연', '스팟']",1.0,['겨울'],1.0,['커플'],2.0,"['경관', '자연']",5.0,0,1,0,0,0
제주라프 짚라인,3.0,"['친구', '맑음', '가을']",5.0,"['맑음', '친구', '여름', '관광', '무장애']",2.0,"['관광', '무장애']",7.0,"['체험', '레저', '관광', '맑음', '친구', '여름', '무장애']",2.0,"['관광', '맑음']",7.0,0,0,0,1,0
제주러브랜드,2.0,"['커플', '가을']",4.0,"['커플', '관광지', '관광', '무장애']",5.0,"['실내', '관광지', '관광', '무장애', '테마']",4.0,"['관광', '커플', '관광지', '무장애']",1.0,['관광'],5.0,0,0,1,0,0
제주레일바이크,4.0,"['경관', '친구', '동반', '가을']",8.0,"['경관', '포토', '스팟', '친구', '관광지', '관광', '무장애', '동반']",4.0,"['관광지', '관광', '동반', '무장애']",7.0,"['체험', '레저', '관광', '친구', '관광지', '동반', '무장애']",3.0,"['관광', '경관', '동반']",8.0,0,1,0,0,0
제주레포츠랜드,2.0,"['동반', '맑음']",6.0,"['맑음', '어린이', '관광지', '관광', '무장애', '동반']",5.0,"['관광지', '관광', '동반', '무장애', '어린이']",8.0,"['체험', '레저', '관광', '어린이', '맑음', '관광지', '동반', '무장애']",3.0,"['관광', '맑음', '동반']",8.0,0,0,0,1,0
제주만주,1.0,['동반'],1.0,['동반'],3.0,"['카페', '식당', '동반']",1.0,['동반'],3.0,"['식당', '카페', '동반']",3.0,0,0,1,0,1
제주목관아,1.0,['맑음'],5.0,"['맑음', '관광지', '관광', '무장애', '사계절']",6.0,"['실내', '관광지', '관광', '무장애', '문화', '사계절']",4.0,"['관광', '맑음', '관광지', '무장애']",8.0,"['문화', '유적지', '관광', '역사', '유적', '맑음', '화관', '명품']",8.0,0,0,0,0,1
제주민속촌,2.0,"['동반', '가을']",4.0,"['관광지', '관광', '무장애', '동반']",6.0,"['관광지', '관광', '동반', '무장애', '문화', '안전']",4.0,"['관광', '관광지', '동반', '무장애']",6.0,"['문화', '유적지', '관광', '역사', '유적', '동반']",6.0,0,0,1,0,1
제주베니스랜드,1.0,['가을'],1.0,['어린이'],2.0,"['테마', '어린이']",1.0,['어린이'],0.0,,2.0,0,0,1,0,0
제주베스트힐,2.0,"['도보', '오름']",2.0,"['관광지', '관광']",3.0,"['관광지', '관광', '안전']",4.0,"['체험', '레저', '관광', '관광지']",1.0,['관광'],4.0,0,0,0,1,0
제주불교성지 순례길 절로 가는길 - 보시의 길,5.0,"['도보', '걷기', '등산', '봄', '가을']",1.0,['관광'],2.0,"['관광', '문화']",1.0,['관광'],3.0,"['문화', '관광', '화관']",5.0,1,0,0,0,0
제주불교성지 순례길 절로 가는길 - 인욕의 길,4.0,"['도보', '걷기', '등산', '맑음']",2.0,"['맑음', '관광']",2.0,"['관광', '문화']",2.0,"['관광', '맑음']",4.0,"['문화', '관광', '맑음', '화관']",4.0,1,0,0,0,1
제주불교성지 순례길 절로 가는길 - 정진의 길,4.0,"['도보', '걷기', '등산', '맑음']",2.0,"['맑음', '관광']",2.0,"['관광', '문화']",2.0,"['관광', '맑음']",4.0,"['문화', '관광', '맑음', '화관']",4.0,1,0,0,0,1
제주불교성지 순례길 절로 가는길 - 지계의 길,3.0,"['도보', '걷기', '등산']",1.0,['관광'],2.0,"['관광', '문화']",1.0,['관광'],3.0,"['문화', '관광', '화관']",3.0,1,0,0,0,1
제주불교성지 순례길 절로가는길 - 선정의 길,5.0,"['도보', '걷기', '등산', '봄', '가을']",1.0,['관광'],2.0,"['관광', '문화']",1.0,['관광'],3.0,"['문화', '관광', '화관']",5.0,1,0,0,0,0
제주불빛정원 테마파크,4.0,"['친구', '동반', '맑음', '커플']",8.0,"['커플', '맑음', '친구', '부모', '어린이', '관광지', '관광', '동반']",5.0,"['관광지', '관광', '동반', '테마', '어린이']",8.0,"['체험', '관광', '어린이', '맑음', '커플', '친구', '관광지', '동반']",3.0,"['관광', '맑음', '동반']",8.0,0,1,0,1,0
제주블루앤씨펜션,1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,1,1,1,1,1
제주빅볼랜드,2.0,"['맑음', '가을']",2.0,"['맑음', '어린이']",1.0,['어린이'],4.0,"['체험', '레저', '어린이', '맑음']",1.0,['맑음'],4.0,0,0,0,1,0
제주샘주 영농협동조합,1.0,['가을'],1.0,['관광'],2.0,"['관광', '음식']",2.0,"['체험', '관광']",1.0,['관광'],2.0,0,0,1,1,0
제주성지,1.0,['맑음'],3.0,"['맑음', '관광', '무장애']",3.0,"['관광', '무장애', '문화']",3.0,"['관광', '맑음', '무장애']",7.0,"['문화', '유적지', '관광', '역사', '유적', '맑음', '화관']",7.0,0,0,0,0,1
제주세계자연유산센터,1.0,['가을'],3.0,"['관광지', '관광', '무장애']",4.0,"['실내', '관광지', '관광', '무장애']",3.0,"['관광', '관광지', '무장애']",1.0,['관광'],4.0,0,0,1,0,0
제주센트럴파크,1.0,['봄'],3.0,"['어린이', '관광', '무장애']",4.0,"['관광', '무장애', '테마', '어린이']",3.0,"['관광', '어린이', '무장애']",1.0,['관광'],4.0,0,0,1,0,0
제주스런서귀포점,1.0,['동반'],1.0,['동반'],1.0,['동반'],3.0,"['체험', '이색', '동반']",1.0,['동반'],3.0,0,0,0,1,0
제주스럽닭서귀포올레점,1.0,['동반'],1.0,['동반'],3.0,"['카페', '식당', '동반']",1.0,['동반'],3.0,"['식당', '카페', '동반']",3.0,0,0,1,0,1
제주스쿠터여행,3.0,"['친구', '맑음', '커플']",3.0,"['커플', '맑음', '친구']",0.0,,5.0,"['체험', '레저', '맑음', '커플', '친구']",1.0,['맑음'],5.0,0,0,0,1,0
제주승마공원,4.0,"['친구', '커플', '러닝', '홀리데이인']",4.0,"['커플', '친구', '관광', '무장애']",2.0,"['관광', '무장애']",7.0,"['체험', '레저', '관광', '커플', '친구', '승마', '무장애']",1.0,['관광'],7.0,0,0,0,1,0
제주신화전설탐방로,4.0,"['자연', '경관', '친구', '커플']",6.0,"['경관', '커플', '자연', '친구', '부모', '어린이']",1.0,['어린이'],4.0,"['체험', '어린이', '커플', '친구']",2.0,"['경관', '자연']",6.0,0,1,0,0,0
제주실탄사격장,2.0,"['친구', '커플']",5.0,"['커플', '친구', '관광지', '관광', '무장애']",5.0,"['실내', '관광지', '관광', '무장애', '겨울']",7.0,"['체험', '레저', '관광', '커플', '친구', '관광지', '무장애']",1.0,['관광'],7.0,0,0,0,1,0
제주앓이,2.0,"['동반', '단체']",1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,['동반'],2.0,1,0,0,0,0
제주애견학교,1.0,['동반'],1.0,['동반'],1.0,['동반'],2.0,"['애견', '동반']",1.0,['동반'],2.0,0,0,0,1,0
제주애단비,2.0,"['동반', '보호']",2.0,"['휴식', '동반']",1.0,['동반'],1.0,['동반'],1.0,['동반'],2.0,1,1,0,0,0
제주애물들다,2.0,"['동반', '바비큐']",1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,['동반'],2.0,1,0,0,0,0
제주애빛나다,1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,1,1,1,1,1
제주애설레다,1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,1,1,1,1,1
제주야자원,4.0,"['동반', '와이파이존', '보호', '단체']",1.0,['동반'],1.0,['동반'],2.0,"['동반', '캠핑']",1.0,['동반'],4.0,1,0,0,0,0
제주에인감귤밭,1.0,['동반'],1.0,['동반'],3.0,"['카페', '식당', '동반']",1.0,['동반'],3.0,"['식당', '카페', '동반']",3.0,0,0,1,0,1
제주오누이,1.0,['동반'],1.0,['동반'],4.0,"['카페', '식당', '동반', '음식']",1.0,['동반'],3.0,"['식당', '카페', '동반']",4.0,0,0,1,0,0
제주오름승마랜드,4.0,"['도보', '오름', '맑음', '커플']",2.0,"['커플', '맑음']",0.0,,5.0,"['체험', '레저', '맑음', '커플', '승마']",1.0,['맑음'],5.0,0,0,0,1,0
제주올레 1-1코스,9.0,"['도보', '자연', '경관', '친구', '맑음', '커플', '올레', '봄', '가을']",5.0,"['경관', '커플', '자연', '맑음', '친구']",0.0,,3.0,"['맑음', '커플', '친구']",3.0,"['경관', '맑음', '자연']",9.0,1,0,0,0,0
제주올레 10-1코스,8.0,"['도보', '걷기', '자연', '등산', '경관', '친구', '올레', '봄']",3.0,"['경관', '자연', '친구']",0.0,,1.0,['친구'],2.0,"['경관', '자연']",8.0,1,0,0,0,0
제주올레 10코스,9.0,"['도보', '걷기', '자연', '등산', '경관', '친구', '올레', '봄', '가을']",3.0,"['경관', '자연', '친구']",0.0,,1.0,['친구'],2.0,"['경관', '자연']",9.0,1,0,0,0,0
제주올레 11코스,9.0,"['도보', '걷기', '자연', '등산', '경관', '친구', '올레', '봄', '가을']",3.0,"['경관', '자연', '친구']",0.0,,1.0,['친구'],2.0,"['경관', '자연']",9.0,1,0,0,0,0
제주올레 12코스,9.0,"['도보', '걷기', '자연', '등산', '경관', '친구', '올레', '봄', '가을']",3.0,"['경관', '자연', '친구']",0.0,,1.0,['친구'],2.0,"['경관', '자연']",9.0,1,0,0,0,0
제주올레 13코스,8.0,"['도보', '걷기', '자연', '등산', '경관', '친구', '올레', '봄']",3.0,"['경관', '자연', '친구']",0.0,,1.0,['친구'],2.0,"['경관', '자연']",8.0,1,0,0,0,0
제주올레 14-1코스,7.0,"['도보', '걷기', '자연', '경관', '친구', '올레', '봄']",3.0,"['경관', '자연', '친구']",0.0,,1.0,['친구'],2.0,"['경관', '자연']",7.0,1,0,0,0,0
제주올레 14코스,8.0,"['도보', '걷기', '자연', '등산', '경관', '친구', '올레', '봄']",3.0,"['경관', '자연', '친구']",0.0,,1.0,['친구'],2.0,"['경관', '자연']",8.0,1,0,0,0,0
제주올레 15-A코스,8.0,"['도보', '경관', '친구', '맑음', '커플', '올레', '봄', '가을']",6.0,"['경관', '포토', '커플', '맑음', '스팟', '친구']",0.0,,3.0,"['맑음', '커플', '친구']",2.0,"['경관', '맑음']",8.0,1,0,0,0,0
제주올레 15-B코스,7.0,"['도보', '친구', '맑음', '커플', '올레', '봄', '가을']",3.0,"['커플', '맑음', '친구']",0.0,,3.0,"['맑음', '커플', '친구']",1.0,['맑음'],7.0,1,0,0,0,0
제주올레 16코스,8.0,"['도보', '걷기', '자연', '등산', '경관', '친구', '올레', '가을']",3.0,"['경관', '자연', '친구']",0.0,,1.0,['친구'],2.0,"['경관', '자연']",8.0,1,0,0,0,0
제주올레 17코스,9.0,"['도보', '걷기', '자연', '등산', '경관', '친구', '올레', '봄', '가을']",3.0,"['경관', '자연', '친구']",0.0,,1.0,['친구'],2.0,"['경관', '자연']",9.0,1,0,0,0,0
제주올레 18-1코스,9.0,"['도보', '걷기', '자연', '등산', '경관', '친구', '올레', '봄', '가을']",3.0,"['경관', '자연', '친구']",0.0,,1.0,['친구'],2.0,"['경관', '자연']",9.0,1,0,0,0,0
제주올레 18코스,9.0,"['도보', '걷기', '자연', '등산', '경관', '친구', '올레', '봄', '가을']",3.0,"['경관', '자연', '친구']",0.0,,1.0,['친구'],2.0,"['경관', '자연']",9.0,1,0,0,0,0
