관광지명,Group
가시림,51
곤흘동(곤을동) 마을터,52
관음사 군 주둔지 옛터,52
꿈바당 어린이도서관,52
낙선동 4.3성,52
남두연대,52
다랑쉬굴,52
다랑쉬마을,52
대림리선돌,52
대정면 4.3사건 위령비,52
도령모루,52
동계 정온 유허비,52
동복환해장성,52
라신동,52
마라도기원정사,52
명월성지,52
목시물굴,52
묵리처녀당,52
묵리해안쉼터,52
묵리해안포구,53
박성내,52
배령연대,52
법화사,52
북촌국민학교,52
불카분낭 (불타버린 나무),52
산지항 옛터,52
삼밭구석 & 동광리4·3희생자위령비,52
송령이골,52
약천사,52
엄바위장승,52
연미마을(오라리 방화사건 현장),52
영남동,52
영모원,52
예술공간 이아,51
예초리포구,53
오림반,52
오현단,52
우도 봉수대,52
원동,52
육시우영,52
이덕구 산전,52
이중섭거주지,52
임문숙 가족 헛묘,52
제주국제공항(정뜨르비행장),52
제주농업학교 옛터,52
제주시 충혼묘지 4·3추모비(박진경 추도비),52
제주아트센터,52
제주중앙성당,52
조일구락부 옛터,52
조천비석거리,52
조천중학원 옛터,52
종남마을,52
주정공장(동척회사) 옛터,52
중문리 신사터,52
진아영 할머니 집터,52
터진목 & 성산면 4·3희생자 위령비,52
평수포구,51
한남의숙터,52
한모살 (표선백사장),52
현의합장묘역,52
협자연대,52
화북비석거리,52
화북환해장성,52
